country_full,country,ecoSeries,ecoAPI,localAPI,localSeries,localDataset,Title,SubTitle,API_base,API_full,source,source_long,description,units,date,field,multiplier,date_keys,value_keys,filter,orient,use_cache
Pakistan,pak,impo,https://api.economicsobservatory.com/pak/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/impo.json,,,Imports,Imports of goods and services (current US$) | PBS (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/impo.json,PBS,Pakistan Bureau of Statistics,Imports of goods and services (current US$),current US$,,,1,,,,,1
Pakistan,pak,infl,https://api.economicsobservatory.com/pak/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/infl.json,,,Inflation,"Inflation, consumer prices (annual %) | PBS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/infl.json,PBS,Pakistan Bureau of Statistics,"Inflation, consumer prices (annual %)",%,,,1,,,,,1
Pakistan,pak,popu,https://api.economicsobservatory.com/pak/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/popu.json,,,Population,"Population, total | PBS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/popu.json,PBS,Pakistan Bureau of Statistics,"Population, total",total,,,1,,,,,1
Pakistan,pak,unem,https://api.economicsobservatory.com/pak/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/unem.json,,,Unemployment,"Unemployment, total (% of total labor force) (modeled ILO estimate) | PBS (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/pak/unem.json,PBS,Pakistan Bureau of Statistics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",% of total labor force,,,1,,,,,1
Philippines,phl,debt,https://api.economicsobservatory.com/phl/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/debt.json,,,Government debt,General government gross debt as a percentage of GDP | PSA through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/debt.json,PSA,Philippine Statistics Authority,General government gross debt as a percentage of GDP,% of GDP,date,value,1,,,,,1
Philippines,phl,expo,https://api.economicsobservatory.com/phl/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/expo.json,,,Exports,"Exports of goods and services, millions of USD | PSA through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/expo.json,PSA,Philippine Statistics Authority,"Exports of goods and services, millions of USD",millions of USD,date,value,1,,,,,1
Philippines,phl,grow,https://api.economicsobservatory.com/phl/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/grow.json,,,Growth,Year-on-year GDP growth | PSA through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/grow.json,PSA,Philippine Statistics Authority,Year-on-year GDP growth,%,date,value,1,,,,,1
Philippines,phl,impo,https://api.economicsobservatory.com/phl/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/impo.json,,,Imports,"Imports of goods and services, millions of USD | PSA through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/impo.json,PSA,Philippine Statistics Authority,"Imports of goods and services, millions of USD",millions of USD,date,value,1,,,,,1
Philippines,phl,inac,https://api.economicsobservatory.com/phl/inac,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/inac.json,,,Economic Inactivity,Labour-force participation rate | PSA through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/inac.json,PSA,Philippine Statistics Authority,Labour-force participation rate,%,date,value,1,,,,,1
Philippines,phl,infl,https://api.economicsobservatory.com/phl/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/infl.json,,,Inflation,Year-on-year Consumer Price Index (CPI) inflation | PSA through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/infl.json,PSA,Philippine Statistics Authority,Year-on-year Consumer Price Index (CPI) inflation,%,date,value,1,,,,,1
Philippines,phl,popu,https://api.economicsobservatory.com/phl/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/popu.json,,,Population,Population of the Philippines | PSA through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/popu.json,PSA,Philippine Statistics Authority,Population of the Philippines,people,date,value,1,,,,,1
Philippines,phl,prod,https://api.economicsobservatory.com/phl/prod,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/prod.json,,,Productivity,"GDP per hour worked, Pesos | PSA through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/prod.json,PSA,Philippine Statistics Authority,"GDP per hour worked, Pesos",Pesos,date,value,1,,,,,1
Philippines,phl,unem,https://api.economicsobservatory.com/phl/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/unem.json,,,Unemployment,Unemployment rate | PSA through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/phl/unem.json,PSA,Philippine Statistics Authority,Unemployment rate,%,date,value,1,,,,,1
Thailand,tha,debt,https://api.economicsobservatory.com/tha/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/debt.json,,,Debt,"Central government debt, total (% of GDP) | NESDB (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/debt.json,NESDB,National Economic and Social Development Board,"Central government debt, total (% of GDP)",% of GDP,,,1,,,,,1
Thailand,tha,empl,https://api.economicsobservatory.com/tha/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/empl.json,,,Employment to population ratio,"Employment to population ratio, 15+, total (%) (modeled ILO estimate) | NESDB (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/empl.json,NESDB,National Economic and Social Development Board,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",%,,,1,,,,,1
Thailand,tha,expo,https://api.economicsobservatory.com/tha/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/expo.json,,,Exports,Exports of goods and services (current US$) | NESDB (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/expo.json,NESDB,National Economic and Social Development Board,Exports of goods and services (current US$),current US$,,,1,,,,,1
Thailand,tha,gdpa,https://api.economicsobservatory.com/tha/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/gdpa.json,,,GDP,GDP (constant 2015 US$) | NESDB (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/gdpa.json,NESDB,National Economic and Social Development Board,GDP (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Thailand,tha,gdpp,https://api.economicsobservatory.com/tha/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/gdpp.json,,,GDP per capita,GDP per capita (constant 2015 US$) | NESDB (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/gdpp.json,NESDB,National Economic and Social Development Board,GDP per capita (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Thailand,tha,grow,https://api.economicsobservatory.com/tha/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/grow.json,,,GDP Growth,GDP growth (annual %) | NESDB (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/grow.json,NESDB,National Economic and Social Development Board,GDP growth (annual %),%,,,1,,,,,1
Thailand,tha,impo,https://api.economicsobservatory.com/tha/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/impo.json,,,Imports,Imports of goods and services (current US$) | NESDB (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/impo.json,NESDB,National Economic and Social Development Board,Imports of goods and services (current US$),current US$,,,1,,,,,1
Thailand,tha,infl,https://api.economicsobservatory.com/tha/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/infl.json,,,Inflation,"Inflation, consumer prices (annual %) | NESDB (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/infl.json,NESDB,National Economic and Social Development Board,"Inflation, consumer prices (annual %)",%,,,1,,,,,1
Thailand,tha,popu,https://api.economicsobservatory.com/tha/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/popu.json,,,Population,"Population, total | NESDB (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/popu.json,NESDB,National Economic and Social Development Board,"Population, total",total,,,1,,,,,1
Thailand,tha,unem,https://api.economicsobservatory.com/tha/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/unem.json,,,Unemployment,"Unemployment, total (% of total labor force) (modeled ILO estimate) | NESDB (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tha/unem.json,NESDB,National Economic and Social Development Board,"Unemployment, total (% of total labor force) (modeled ILO estimate)",% of total labor force,,,1,,,,,1
Turkiye,tur,empd,https://api.economicsobservatory.com/tur/empd,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/empd.json,,,Employed,Employed | TURKSTAT through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/empd.json,TURKSTAT,Turkish Statistical Institute,,,date,value,1,,,,,1
Turkiye,tur,empl,https://api.economicsobservatory.com/tur/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/empl.json,,,Employment Rate,Employment Rate | TURKSTAT through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/empl.json,TURKSTAT,Turkish Statistical Institute,,,date,value,1,,,,,1
Turkiye,tur,expo,https://api.economicsobservatory.com/tur/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/expo.json,,,Exports,Exports | TURKSTAT through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/expo.json,TURKSTAT,Turkish Statistical Institute,,,date,value,1,,,,,1
Turkiye,tur,grow,https://api.economicsobservatory.com/tur/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/grow.json,,,Growth,Growth | TURKSTAT through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/grow.json,TURKSTAT,Turkish Statistical Institute,,,date,value,1,,,,,1
Turkiye,tur,impo,https://api.economicsobservatory.com/tur/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/impo.json,,,Imports,Imports | TURKSTAT through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/impo.json,TURKSTAT,Turkish Statistical Institute,,,date,value,1,,,,,1
Turkiye,tur,inac,https://api.economicsobservatory.com/tur/inac,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/inac.json,,,Inactivity,Inactivity | TURKSTAT through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/inac.json,TURKSTAT,Turkish Statistical Institute,,,date,value,1,,,,,1
Turkiye,tur,ineq,https://api.economicsobservatory.com/tur/ineq,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/ineq.json,,,Inequality,Inequality | TURKSTAT through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/ineq.json,TURKSTAT,Turkish Statistical Institute,,,date,value,1,,,,,1
Turkiye,tur,infl,https://api.economicsobservatory.com/tur/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/infl.json,,,Inflation,Inflation | TURKSTAT (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/infl.json,WB,World Bank,,,date,value,1,,,,,1
Turkiye,tur,popu,https://api.economicsobservatory.com/tur/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/popu.json,,,Population,Population | TURKSTAT through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/popu.json,TURKSTAT,Turkish Statistical Institute,,,date,value,1,,,,,1
Turkiye,tur,unem,https://api.economicsobservatory.com/tur/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/unem.json,,,Unemployment Rate,Unemployment Rate | TURKSTAT through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/{code}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/tur/unem.json,TURKSTAT,Turkish Statistical Institute,,,date,value,1,,,,,1
USA,usa,debt,https://api.economicsobservatory.com/usa/debt,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=GFDEGDQ188S,GFDEGDQ188S,,Debt,"Public Sector Net Debt, % GDP | Source: FRED through ECO API",https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=GFDEGDQ188S,FRED,US Federal Reserve Economic Data,,"% of GDP, Seasonally Adjusted",observations.date,observations.value,1,,,,,0
USA,usa,expo,https://api.economicsobservatory.com/usa/expo,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=EXPGS,EXPGS,,Exports,"Goods and Services, $ billion USD | Source: FRED through ECO API",https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=EXPGS,FRED,US Federal Reserve Economic Data,,"$ billion USD, Seasonally Adjusted Annual Rate",observations.date,observations.value,1,,,,,0
USA,usa,grow,https://api.economicsobservatory.com/usa/grow,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=A191RL1Q225SBEA,A191RL1Q225SBEA,,Growth,%| Source: FRED through ECO API,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=A191RL1Q225SBEA,FRED,US Federal Reserve Economic Data,,%,observations.date,observations.value,1,,,,,0
USA,usa,impo,https://api.economicsobservatory.com/usa/impo,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=IMPGS,IMPGS,,Imports,"Goods and Services, $ billion USD | Source: FRED through ECO API",https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=IMPGS,FRED,US Federal Reserve Economic Data,,"$ billion USD, Seasonally Adjusted Annual Rate",observations.date,observations.value,1,,,,,0
USA,usa,inac,https://api.economicsobservatory.com/usa/inac,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=LRIN64TTUSQ156S,LRIN64TTUSQ156S,,Inactivity,"Age 15-64, % workforce | Source: FRED through ECO API",https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=LRIN64TTUSQ156S,FRED,US Federal Reserve Economic Data,,%,observations.date,observations.value,1,,,,,0
USA,usa,ineq,https://api.economicsobservatory.com/usa/ineq,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=SIPOVGINIUSA,SIPOVGINIUSA,,Inequality,"Gini coefficient, Disposable income | Source: FRED through ECO API",https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=SIPOVGINIUSA,FRED,US Federal Reserve Economic Data,,Index,observations.date,observations.value,1,,,,,0
USA,usa,infl,https://api.economicsobservatory.com/usa/infl,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=FPCPITOTLZGUSA,FPCPITOTLZGUSA,,Inflation,% | Source: FRED through ECO API,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=FPCPITOTLZGUSA,FRED,US Federal Reserve Economic Data,,%,observations.date,observations.value,1,,,,,0
USA,usa,prod,https://api.economicsobservatory.com/usa/prod,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=OPHNFB,OPHNFB,,Productivity,"Output per hour, Index 2012 = 100 | Source: FRED through ECO API",https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=OPHNFB,FRED,US Federal Reserve Economic Data,,"Index 2012 = 100, Seasonally Adjusted",observations.date,observations.value,1,,,,,0
USA,usa,unem,https://api.economicsobservatory.com/usa/unem,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=UNRATE,UNRATE,,Unemployment rate,"Ages 16 and over, % | Source: FRED through ECO API",https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=UNRATE,FRED,US Federal Reserve Economic Data,,%,observations.date,observations.value,1,,,,,0
USA,usa,wage,https://api.economicsobservatory.com/usa/wage,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=LES1252881600Q,LES1252881600Q,,Weekly wage,"Weekly real earnings, 1982-84 CPI Adjusted Dollars | Source: FRED through ECO API",https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=,https://api.stlouisfed.org/fred/series/observations?api_key=22ee7a76e736e32f54f5df0a7171538d&file_type=json&series_id=LES1252881600Q,FRED,US Federal Reserve Economic Data,,"1982-84 CPI Adjusted Dollars, Seasonally Adjusted",observations.date,observations.value,1,,,,,0
Vietnam,vnm,infl,https://api.economicsobservatory.com/vnm/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/infl.json,,,Inflation,"Inflation, consumer prices (annual %) | GSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/infl.json,GSO,General Statistics Office,"Inflation, consumer prices (annual %)",%,,,1,,,,,1
Vietnam,vnm,grow,https://api.economicsobservatory.com/vnm/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/grow.json,,,GDP Growth,GDP growth (annual %) | GSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/grow.json,GSO,General Statistics Office,GDP growth (annual %),%,,,1,,,,,1
Vietnam,vnm,gdpa,https://api.economicsobservatory.com/vnm/gdpa,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/gdpa.json,,,GDP,GDP (constant 2015 US$) | GSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/gdpa.json,GSO,General Statistics Office,GDP (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Vietnam,vnm,gdpp,https://api.economicsobservatory.com/vnm/gdpp,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/gdpp.json,,,GDP per capita,GDP per capita (constant 2015 US$) | GSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/gdpp.json,GSO,General Statistics Office,GDP per capita (constant 2015 US$),constant 2015 US$,,,1,,,,,1
Vietnam,vnm,unem,https://api.economicsobservatory.com/vnm/unem,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/unem.json,,,Unemployment,"Unemployment, total (% of total labor force) (modeled ILO estimate) | GSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/unem.json,GSO,General Statistics Office,"Unemployment, total (% of total labor force) (modeled ILO estimate)",% of total labor force,,,1,,,,,1
Vietnam,vnm,empl,https://api.economicsobservatory.com/vnm/empl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/empl.json,,,Employment to population ratio,"Employment to population ratio, 15+, total (%) (modeled ILO estimate) | GSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/empl.json,GSO,General Statistics Office,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",%,,,1,,,,,1
Vietnam,vnm,expo,https://api.economicsobservatory.com/vnm/expo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/expo.json,,,Exports,Exports of goods and services (current US$) | GSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/expo.json,GSO,General Statistics Office,Exports of goods and services (current US$),current US$,,,1,,,,,1
Vietnam,vnm,impo,https://api.economicsobservatory.com/vnm/impo,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/impo.json,,,Imports,Imports of goods and services (current US$) | GSO (WB) through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/impo.json,GSO,General Statistics Office,Imports of goods and services (current US$),current US$,,,1,,,,,1
Vietnam,vnm,popu,https://api.economicsobservatory.com/vnm/popu,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/popu.json,,,Population,"Population, total | GSO (WB) through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/vnm/popu.json,GSO,General Statistics Office,"Population, total",total,,,1,,,,,1
DR Congo,cod,infl,https://api.economicsobservatory.com/cod/infl,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/infl.json,,,Inflation,"Inflation, consumer prices (annual %) | WB through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/infl.json,WB,World Bank,"Inflation, consumer prices (annual %)",%,,,1,,,,,1
DR Congo,cod,debt,https://api.economicsobservatory.com/cod/debt,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/debt.json,,,Debt,"Central government debt, total (% of GDP) | WB through ECO API",https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/debt.json,WB,World Bank,"Central government debt, total (% of GDP)",% of GDP,,,1,,,,,1
DR Congo,cod,grow,https://api.economicsobservatory.com/cod/grow,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/grow.json,,,GDP Growth,GDP growth (annual %) | WB through ECO API,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/{country['country']}/{series['ecoSeries']}.json,https://raw.githubusercontent.com/EconomicsObservatory/api/main/cached_data/cod/grow.json,WB,World Bank,GDP growth (annual %),%,,,1,,,,,1
